ID,Prediction
1,1.7086
2,0.52248
3,0.0059888
4,0.1415
5,0.0059888
6,0.75314
7,0.0059888
8,0.64828
9,2.0639
10,0.28615
11,0.41189
12,0.98542
13,0.0059888
14,0.50188
15,0.027318
16,0.0059888
17,0.10942
18,1.4161
19,0.0059888
20,0.29093
21,1.2639
22,0.027318
23,0.0059888
24,0.71119
25,0.49957
26,0.52248
27,0.14998
28,0.62483
29,0.63947
30,0.82406
31,1.4375
32,0.0059888
33,1.9068
34,0.17844
35,0.50383
36,0.0059888
37,0.41189
38,0.37114
39,0.0059888
40,0.86306
41,0.41812
42,0.24801
43,0.068443
44,0.0059888
45,2.0639
46,0.14063
47,1.7086
48,0.37114
49,0.86306
50,0.37114
51,0.10942
52,0.64828
53,0.0059888
54,0.57135
55,0.38512
56,0.006037
57,0.2693
58,0.006037
59,0.28615
60,0.49957
61,0.0059888
62,0.60116
63,0.82406
64,0.41812
65,2.0639
66,0.068443
67,1.0723
68,0.49957
69,0.0059888
70,0.70438
71,0.37214
72,1.1226
73,1.0479
74,0.50383
75,0.0059888
76,0.2693
77,0.083259
78,0.62483
79,0.0059888
80,1.0723
81,0.0059888
82,0.027318
83,0.60116
84,0.068443
85,1.7014
86,0.10942
87,0.0059888
88,1.4161
89,0.65592
90,0.083259
91,0.10942
92,0.054755
93,0.0059888
94,2.6458
95,1.2639
96,0.5
97,0.50188
98,1.609
99,0.068443
100,1.1226
101,0.65592
102,0.0059888
103,0.2388
104,0.0059888
105,1.2639
106,0.0059888
107,0.0059888
108,0.70438
109,0.46074
110,0.43647
111,0.57135
112,0.57135
113,0.32986
114,0.38512
115,1.1632
116,0.57135
117,0.0059888
118,0.0059888
119,1.9068
120,1.8604
121,0.083259
122,0.46074
123,1.2424
124,0.006037
125,0.36693
126,1.1632
127,0.60116
128,0.0059888
129,0.0059888
130,0.44158
131,0.63947
132,0.0059888
133,0.1415
134,0.24801
135,0.99692
136,0.81636
137,0.71119
138,1.7014
139,2.0639
140,0.47622
141,0.006037
142,1.1632
143,0.65592
144,1.4375
145,1.5927
146,0.60116
147,0.0059888
148,0.17844
149,0.1415
150,1.2639
151,0.50188
152,0.22325
153,0.0059888
154,0.24801
155,0.41189
156,0.46074
157,0.88699
158,0.47622
159,0.75314
160,0.88699
161,1.7333
162,1.3084
163,0.2693
164,0.37214
165,0.36693
166,0.89333
167,0.0059888
168,2.0639
169,0.006037
170,0.63947
171,0.31686
172,0.0059888
173,1.0705
174,0.24801
175,1.7086
176,0.29345
177,0.0059888
178,0.0059888
179,0.50383
180,0.10942
181,1.5927
182,0.0059888
183,0.0059888
184,1.0705
185,1.2639
186,1.0846
187,0.50383
188,0.46074
189,0.32986
190,0.083259
191,0.0059888
192,0.5
193,1.0846
194,1.7014
195,0.49957
196,1.0705
197,0.65592
198,0.31686
199,0.28615
200,0.083259
201,0.0059888
202,0.14063
203,0.054755
204,0.57135
205,0.64828
206,0.44158
207,0.71119
208,0.64828
209,0.027318
210,0.22325
211,0.29345
212,0.23227
213,0.63947
214,0.083259
215,0.70438
216,1.7086
217,1.0705
218,0.38512
219,0.31686
220,0.44158
221,0.70438
222,0.1415
223,0.027318
224,0.37214
225,0.0059888
226,0.49957
227,0.0059888
228,0.0059888
229,0.60116
230,1.0705
231,0.85955
232,0.10942
233,0.28615
234,1.1606
235,1.7086
236,0.0059888
237,0.44158
238,0.0059888
239,2.0639
240,1.0723
241,0.10942
242,0.57135
243,0.88699
244,0.2693
245,0.027318
246,0.36693
247,0.44158
248,1.0723
249,0.14998
250,0.86306
251,0.0059888
252,0.47622
253,0.006037
254,1.2639
255,0.85955
256,1.0846
257,0.22325
258,1.0846
259,0.62483
260,0.0059888
261,2.0639
262,1.0723
263,1.0723
264,0.36693
265,1.7333
266,0.64828
267,0.14998
268,0.0059888
269,0.0059888
270,0.52257
271,1.5927
272,0.10942
273,0.70438
274,0.50188
275,0.054755
276,0.0059888
277,0.98542
278,0.99692
279,0.0059888
280,0.0059888
281,1.4161
282,1.9068
283,0.64828
284,0.14063
285,0.37114
286,1.4375
287,1.5927
288,0.22325
289,0.24801
290,0.65592
291,0.50383
292,0.52248
293,0.068443
294,2.0639
295,1.3138
296,0.36693
297,0.0059888
298,1.3084
299,1.0479
300,1.099
301,1.3084
302,0.86306
303,1.0846
304,1.5927
305,0.006037
306,0.0059888
307,0.17844
308,0.0059888
309,0.49957
310,0.41189
311,1.3084
312,1.9068
313,1.7086
314,0.10942
315,0.37214
316,0.10942
317,0.44158
318,0.50383
319,0.10942
320,0.31686
321,0.006037
322,0.44158
323,0.0059888
324,0.98542
325,1.1606
326,0.0059888
327,0.56723
328,0.29093
329,1.4226
330,0.068443
331,1.2424
332,1.2639
333,0.14063
334,1.0479
335,0.1415
336,0.78677
337,0.23227
338,0.36693
339,1.5927
340,0.2693
341,0.64828
342,0.50383
343,0.2693
344,0.50383
345,0.083259
346,1.1226
347,0.14998
348,0.0059888
349,0.70438
350,0.083259
351,0.89333
352,1.2424
353,0.49957
354,0.027318
355,1.7086
356,0.0059888
357,0.0059888
358,0.71119
359,1.8604
360,0.2693
361,1.099
362,0.006037
363,0.88699
364,0.0059888
365,0.083259
366,1.9068
367,0.75314
368,0.63947
369,0.0059888
370,0.0059888
371,0.56723
372,0.52248
373,0.083259
374,0.56723
375,1.1606
376,0.0059888
377,0.78677
378,0.56723
379,0.14998
380,0.1415
381,1.1226
382,0.81636
383,0.75314
384,0.5
385,0.44158
386,0.85955
387,0.57135
388,0.006037
389,0.054755
390,0.75314
391,1.3084
392,0.81636
393,0.36693
394,1.8604
395,1.1606
396,0.46074
397,0.0059888
398,1.2639
399,0.98542
400,0.31686
401,0.0059888
402,0.0059888
403,0.71119
404,0.083259
405,0.0059888
406,0.75314
407,0.75314
408,0.0059888
409,0.0059888
410,0.0059888
411,0.56723
412,2.0639
413,0.43647
414,0.82406
415,0.1415
416,0.0059888
417,0.86306
418,0.0059888
419,0.47622
420,0.44158
421,0.1415
422,1.8241
423,0.006037
424,1.8604
425,0.44158
426,0.006037
427,0.38512
428,0.70438
429,0.10942
430,0.63947
431,0.43647
432,0.37214
433,0.054755
434,0.57135
435,1.3138
436,1.1632
437,0.0059888
438,0.75314
439,1.8604
440,0.57135
441,1.099
442,0.0059888
443,0.49957
444,1.9068
445,1.0479
446,0.50383
447,1.0705
448,1.8604
449,0.31686
450,0.17844
451,1.1226
452,0.006037
453,0.62483
454,1.3138
455,0.81636
456,1.2424
457,0.60116
458,0.0059888
459,0.50383
460,0.44158
461,0.0059888
462,0.006037
463,1.609
464,1.7086
465,0.57135
466,0.32986
467,1.3138
468,0.0059888
469,1.3084
470,0.0059888
471,0.57135
472,0.24801
473,1.7086
474,0.57135
475,1.3084
476,1.5927
477,0.60116
478,0.068443
479,0.44158
480,0.50188
481,0.52248
482,0.76699
483,0.71119
484,0.50383
485,0.81636
486,0.38512
487,0.56723
488,1.2639
489,0.0059888
490,0.083259
491,0.65592
492,0.5316
493,0.0059888
494,0.0059888
495,0.054755
496,0.027318
497,1.7086
498,0.60116
499,0.82406
500,0.44158
501,0.86306
502,1.0846
503,1.7086
504,0.57135
505,0.0059888
506,2.0639
507,1.1632
508,0.006037
509,0.81636
510,1.3084
511,0.36693
512,0.36693
