ID,Prediction
1,1.611117e+00
2,4.474043e-01
3,3.588857e-03
4,3.267815e-01
5,2.272074e-03
6,3.563328e-01
7,2.078500e-01
8,9.199882e-01
9,1.185537e+00
10,6.434156e-01
11,2.356564e-01
12,3.606784e-01
13,2.116523e-03
14,3.939157e-01
15,2.800723e-02
16,1.466301e-01
17,3.007274e-01
18,6.283072e-01
19,2.255282e-03
20,3.148440e-01
21,1.034164e+00
22,7.143950e-02
23,5.237518e-03
24,1.068187e+00
25,5.667047e-01
26,7.189321e-01
27,2.863003e-02
28,1.163504e+00
29,1.430209e+00
30,1.159826e+00
31,1.142249e+00
32,3.621626e-03
33,1.243167e+00
34,4.959489e-01
35,6.225178e-01
36,1.215533e-02
37,1.694655e-01
38,2.618100e-01
39,2.255282e-03
40,1.736993e+00
41,3.771497e-01
42,4.461513e-01
43,3.691369e-01
44,2.272074e-03
45,1.558652e+00
46,3.484036e-01
47,9.647927e-01
48,2.919700e-01
49,1.103315e+00
50,9.141259e-01
51,1.843276e-01
52,7.235032e-01
53,3.621626e-03
54,3.328131e-01
55,4.354358e-01
56,2.676265e-03
57,4.006449e-01
58,1.720289e-03
59,3.249525e-01
60,7.972289e-01
61,2.787596e-03
62,4.816685e-01
63,1.829969e+00
64,4.191401e-01
65,2.882597e+00
66,1.066424e-01
67,1.157065e+00
68,8.599530e-01
69,2.870283e-03
70,8.588040e-01
71,3.704948e-01
72,1.448894e+00
73,1.031473e+00
74,1.056968e-01
75,2.255282e-03
76,2.155943e-01
77,2.875584e-01
78,1.157324e+00
79,3.135453e-02
80,1.989421e+00
81,1.981225e-01
82,6.593281e-03
83,7.063657e-01
84,5.807551e-03
85,1.248572e+00
86,2.576746e-02
87,5.275667e-03
88,6.862746e-01
89,5.671502e-01
90,2.622434e-01
91,1.080707e-01
92,2.502114e-01
93,5.616575e-03
94,2.252004e+00
95,1.712603e+00
96,4.501514e-02
97,4.364125e-01
98,9.028593e-01
99,1.688056e-01
100,1.927025e+00
101,4.240966e-01
102,3.375438e-03
103,3.418366e-01
104,4.463690e-03
105,1.941449e+00
106,2.255282e-03
107,2.255282e-03
108,5.708043e-01
109,8.495935e-01
110,4.693975e-01
111,6.257883e-01
112,5.746199e-01
113,3.459875e-01
114,3.087697e-01
115,9.813326e-01
116,8.750077e-01
117,2.272074e-03
118,1.288774e-02
119,1.837423e+00
120,1.202200e+00
121,1.732992e-01
122,4.328374e-01
123,8.150776e-01
124,6.371019e-02
125,6.617240e-01
126,7.513868e-01
127,5.581579e-01
128,3.210862e-03
129,2.255282e-03
130,2.432102e-01
131,9.915998e-01
132,2.272074e-03
133,1.268680e-01
134,1.316932e-01
135,2.321104e+00
136,1.105768e+00
137,1.010191e+00
138,1.591001e+00
139,1.470244e+00
140,2.874838e-01
141,2.792349e-02
142,9.769760e-01
143,3.880653e-01
144,1.081626e+00
145,1.780214e+00
146,7.463734e-01
147,6.803659e-03
148,3.459378e-01
149,2.046134e-01
150,1.664534e+00
151,3.866714e-01
152,5.037327e-02
153,4.769627e-03
154,1.900757e-01
155,3.409745e-01
156,4.572998e-01
157,1.397247e+00
158,1.570958e+00
159,1.033068e+00
160,1.315574e+00
161,9.958659e-01
162,1.277407e+00
163,3.244377e-01
164,5.633703e-01
165,3.541746e-01
166,4.758537e-01
167,2.255282e-03
168,2.927102e+00
169,1.720289e-03
170,4.183135e-01
171,5.654401e-01
172,2.255282e-03
173,1.476683e+00
174,6.789492e-01
175,1.792962e+00
176,1.261394e+00
177,5.059888e-03
178,5.020500e-02
179,1.931228e-01
180,2.662987e-01
181,1.062491e+00
182,1.815714e-01
183,7.446628e-02
184,6.201639e-01
185,1.514655e+00
186,9.098528e-01
187,8.426516e-02
188,2.440000e-01
189,3.099589e-01
190,1.192083e-02
191,2.787596e-03
192,3.726811e-01
193,1.311445e+00
194,1.084777e+00
195,5.012202e-01
196,1.250201e+00
197,2.277354e-01
198,1.386033e-01
199,4.719170e-01
200,3.130483e-01
201,4.207015e-03
202,4.562722e-01
203,9.265723e-01
204,7.333760e-01
205,4.857869e-01
206,5.487096e-01
207,1.582243e+00
208,7.780226e-01
209,2.761962e-02
210,2.891460e-03
211,4.805312e-01
212,1.188290e-01
213,1.046681e+00
214,6.004651e-02
215,6.937800e-01
216,1.858386e+00
217,1.606150e+00
218,6.674904e-03
219,3.920640e-01
220,2.483073e-01
221,1.017032e+00
222,2.768999e-01
223,2.585010e-02
224,4.050194e-01
225,2.030926e-03
226,6.481433e-01
227,2.272074e-03
228,1.974339e-03
229,6.501893e-01
230,6.873684e-01
231,2.736975e-01
232,2.577646e-01
233,1.635953e-01
234,2.084683e+00
235,1.614997e+00
236,1.340399e-02
237,4.641762e-01
238,7.552497e-03
239,2.342442e+00
240,1.263415e+00
241,1.882444e-01
242,6.114174e-01
243,1.919014e+00
244,3.202777e-01
245,1.192684e-01
246,3.463021e-01
247,2.976138e-01
248,1.285861e+00
249,1.212301e-01
250,4.652839e-01
251,3.076373e-02
252,6.218172e-01
253,3.946493e-03
254,7.133468e-01
255,1.738820e+00
256,1.775249e+00
257,1.766579e-02
258,1.319077e+00
259,3.604659e-01
260,3.266598e-03
261,1.697494e+00
262,9.166697e-01
263,1.346183e+00
264,3.655745e-01
265,1.639803e+00
266,5.474883e-01
267,5.605361e-01
268,1.834564e-01
269,5.179100e-03
270,4.331700e-01
271,1.503032e+00
272,5.937584e-02
273,5.659370e-01
274,1.163485e+00
