ID,Prediction
1,1.219010e+00
2,7.398943e-01
3,1.323686e-03
4,1.496907e-01
5,9.265084e-03
6,7.336164e-01
7,1.484525e-03
8,5.700105e-01
9,3.025420e+00
10,5.053351e-01
11,3.902402e-01
12,4.604290e-01
13,1.463761e-03
14,2.679541e-01
15,2.737589e-02
16,2.923629e-03
17,1.712023e-01
18,8.538412e-01
19,1.288285e-03
20,3.080950e-01
21,1.007084e+00
22,2.093099e-01
23,2.476538e-03
24,6.692229e-01
25,4.897482e-01
26,3.115848e-01
27,2.471498e-01
28,4.673824e-01
29,1.056368e+00
30,7.772675e-01
31,1.422774e+00
32,4.568018e-03
33,1.162162e+00
34,4.099543e-01
35,4.485089e-01
36,7.880382e-03
37,5.366975e-01
38,2.171253e-01
39,1.736107e-03
40,1.069000e+00
41,4.757375e-01
42,3.612318e-01
43,4.497813e-01
44,1.229831e-03
45,2.096455e+00
46,3.248661e-01
47,1.076174e+00
48,3.781823e-01
49,1.116794e+00
50,8.448271e-01
51,4.906706e-02
52,1.208877e+00
53,2.811324e-03
54,7.774225e-01
55,4.036491e-01
56,2.616954e-04
57,3.657652e-01
58,2.616954e-04
59,2.150554e-01
60,7.933093e-01
61,1.785302e-03
62,6.928413e-01
63,1.398289e+00
64,5.256190e-01
65,2.039315e+00
66,8.627169e-04
67,1.420558e+00
68,7.246176e-01
69,1.458817e-03
70,7.259709e-01
71,3.285472e-01
72,1.146644e+00
73,1.364528e+00
74,1.239984e-01
75,4.335789e-02
76,2.879876e-01
77,5.355813e-02
78,4.205551e-01
79,1.153721e-02
80,1.162400e+00
81,1.920003e-03
82,1.366602e-01
83,5.464704e-01
84,1.474088e-02
85,1.824831e+00
86,6.711015e-03
87,1.682044e-03
88,1.539136e+00
89,1.107025e+00
90,3.810656e-01
91,2.401210e-02
92,3.501268e-01
93,1.321473e-03
94,2.826710e+00
95,1.036515e+00
96,2.606455e-01
97,3.666319e-01
98,9.601178e-01
99,9.388458e-02
100,1.485186e+00
101,4.152331e-01
102,1.337917e-03
103,2.744846e-01
104,3.067916e-03
105,1.459662e+00
106,2.004435e-03
107,1.382755e-03
108,5.025515e-01
109,3.009962e-01
110,3.436641e-01
111,8.632950e-01
112,7.194601e-01
113,4.875609e-01
114,4.342263e-01
115,6.081191e-01
116,7.583018e-01
117,1.229831e-03
118,1.305728e-01
119,1.701251e+00
120,1.525697e+00
121,4.493294e-02
122,9.240085e-01
123,1.089221e+00
124,3.471901e-02
125,3.916382e-01
126,8.752524e-01
127,6.268301e-01
128,3.151797e-03
129,2.213828e-03
130,3.756200e-01
131,7.934338e-01
132,1.553576e-03
133,9.642950e-02
134,3.044407e-01
135,2.183231e+00
136,7.423608e-01
137,7.565297e-01
138,1.782443e+00
139,2.197736e+00
140,5.493218e-01
141,2.514161e-04
142,1.167763e+00
143,4.902790e-01
144,1.325564e+00
145,1.843033e+00
146,8.144893e-01
147,2.976485e-02
148,3.300249e-01
149,1.516845e-01
150,1.753948e+00
151,3.726010e-01
152,9.454877e-02
153,1.210341e-02
154,4.992705e-02
155,6.119163e-01
156,4.099848e-01
157,9.795406e-01
158,1.098688e+00
159,6.981269e-01
160,7.786444e-01
161,1.356471e+00
162,1.561471e+00
163,3.728071e-01
164,4.548540e-01
165,2.744909e-01
166,5.005020e-01
167,1.816728e-03
168,2.433209e+00
169,2.616954e-04
170,9.655032e-01
171,3.720810e-01
172,1.480053e-03
173,1.362805e+00
174,3.192401e-01
175,1.771652e+00
176,3.995719e-01
177,1.471284e-03
178,1.661394e-03
179,3.139144e-01
180,2.606800e-01
181,1.025399e+00
182,1.880697e-02
183,2.231834e-03
184,1.206113e+00
185,1.379380e+00
186,8.052910e-01
187,1.862243e-01
188,8.012493e-01
189,2.885313e-01
190,1.940395e-02
191,1.927018e-03
192,4.350277e-01
193,1.121803e+00
194,1.537916e+00
195,5.766693e-01
196,1.064745e+00
197,4.255642e-01
198,2.851735e-01
199,3.169683e-01
200,6.677796e-02
201,4.917532e-03
202,3.550338e-01
203,3.735054e-01
204,6.249362e-01
205,4.759391e-01
206,2.525375e-01
207,1.015531e+00
208,8.210293e-01
209,8.093867e-03
210,1.365593e-03
211,3.545622e-01
212,9.037174e-02
213,5.278333e-01
214,9.145788e-02
215,1.013334e+00
216,1.132443e+00
217,8.070315e-01
218,1.305320e-01
219,3.974799e-01
220,2.162825e-01
221,7.895165e-01
222,3.221541e-01
223,9.892076e-04
224,3.482107e-01
225,2.628311e-03
226,5.651046e-01
227,1.555737e-03
228,2.422583e-03
229,6.062092e-01
230,1.036725e+00
231,7.174406e-01
232,3.366013e-04
233,2.149233e-01
234,1.528157e+00
235,1.861665e+00
236,1.876250e-03
237,3.839387e-01
238,5.784644e-03
239,1.805573e+00
240,1.400495e+00
241,1.591170e-01
242,7.783395e-01
243,1.015785e+00
244,3.432140e-01
245,3.690500e-01
246,3.810489e-01
247,3.457604e-01
248,9.134409e-01
249,2.551552e-02
250,8.163265e-01
251,2.730220e-02
252,7.826457e-01
253,2.309552e-04
254,1.102019e+00
255,8.490486e-01
256,1.558111e+00
257,5.171448e-02
258,8.261158e-01
259,4.488095e-01
260,1.608206e-03
261,1.508493e+00
262,9.886420e-01
263,1.055370e+00
264,2.660640e-01
265,1.636849e+00
266,5.508953e-01
267,6.232937e-01
268,1.182315e-03
269,1.662373e-03
270,4.779470e-01
271,1.263961e+00
272,3.581580e-04
273,4.837310e-01
274,5.776612e-01
275,4.804941e-02
